url,status,score,verdict,coverage_state,page_fetch_state,robots_txt_state,indexing_state,last_crawl_time,last_modified,google_canonical,user_canonical,source_sitemap,recommendation,inspection_error
"https://haven-h1b.com/resources/uscis-vaccine-requirements-adults","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-04-07T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/diversity-visa-and-sijs-green-card-paths","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-04-06T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/perm-delay-what-to-track","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-04-05T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/eb5-investor-green-card","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-04-03T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/special-immigrants-permanent-residency-eb4","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-04-02T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/self-petition-options-permanent-residency-abuse","indexed","39","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-08-02T17:55:42Z","2026-03-31T00:00:00.000Z","https://haven-h1b.com/resources/self-petition-options-permanent-residency-abuse","https://haven-h1b.com/resources/self-petition-options-permanent-residency-abuse","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/resources/employer-sponsorship-permanent-residency","crawled_not_indexed","169","NEUTRAL","Crawled - currently not indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-07-03T19:19:59Z","2026-03-30T00:00:00.000Z","https://haven-h1b.com/resources/employer-sponsorship-permanent-residency","https://haven-h1b.com/resources/employer-sponsorship-permanent-residency","https://haven-h1b.com/sitemap.xml","Check rendered content and overlapping search intent. Merge duplicates or add original evidence, tables, and contextual internal links before requesting indexing.",""
"https://haven-h1b.com/resources/h1b-layoff-options","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-03-29T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/family-and-self-sponsorship-permanent-residency","unknown","114","NEUTRAL","URL is unknown to Google","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-03-28T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/resources/family-member-permanent-residence-faq","indexed","39","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-08-02T18:42:35Z","2026-03-27T00:00:00.000Z","https://haven-h1b.com/resources/family-member-permanent-residence-faq","https://haven-h1b.com/resources/family-member-permanent-residence-faq","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/resources/humanitarian-visas-s-t-u-v","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-03-26T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/h1b-transfer-checklist","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-03-25T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/temporary-work-visas-h-l-o-p-q-r","indexed","39","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-08-02T18:42:36Z","2026-03-24T00:00:00.000Z","https://haven-h1b.com/resources/temporary-work-visas-h-l-o-p-q-r","https://haven-h1b.com/resources/temporary-work-visas-h-l-o-p-q-r","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/resources/student-visa-f1-m1-j1","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-03-23T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/short-term-visa-guide-passport-visa-vwp-i539","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-03-22T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/short-term-us-visas-b1-b2-k1","indexed","39","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-07-19T20:14:09Z","2026-03-21T00:00:00.000Z","https://haven-h1b.com/resources/short-term-us-visas-b1-b2-k1","https://haven-h1b.com/resources/short-term-us-visas-b1-b2-k1","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/resources/h1b-transfer-timeline","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-03-20T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/us-immigration-legal-framework","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-03-19T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/immigrant-vs-nonimmigrant-visa","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-03-18T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/resources/h1b-60-day-grace-period","discovered_not_indexed","129","NEUTRAL","Discovered - currently not indexed","PAGE_FETCH_STATE_UNSPECIFIED","ROBOTS_TXT_STATE_UNSPECIFIED","INDEXING_STATE_UNSPECIFIED","","2026-03-17T00:00:00.000Z","","","https://haven-h1b.com/sitemap.xml","Add a crawlable contextual link from an indexed hub or related article, confirm sitemap lastmod, and inspect the live URL.",""
"https://haven-h1b.com/blog/trump-100000-h1b-fee-explained","crawled_not_indexed","163","NEUTRAL","Crawled - currently not indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-04-17T02:20:35Z","2026-03-16T00:00:00.000Z","https://haven-h1b.com/blog/trump-100000-h1b-fee-explained","https://haven-dncyre243-lishangyanyan1992s-projects.vercel.app/blog/trump-100000-h1b-fee-explained","https://haven-h1b.com/sitemap.xml","Check rendered content and overlapping search intent. Merge duplicates or add original evidence, tables, and contextual internal links before requesting indexing.",""
"https://haven-h1b.com/resources/h1b-grace-period-checklist","indexed","39","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-08-02T21:17:53Z","2026-03-15T00:00:00.000Z","https://haven-h1b.com/resources/h1b-grace-period-checklist","https://haven-h1b.com/resources/h1b-grace-period-checklist","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/resources/h1b-layoff-checklist","indexed","39","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-08-02T06:35:48Z","2026-03-14T00:00:00.000Z","https://haven-h1b.com/resources/h1b-layoff-checklist","https://haven-h1b.com/resources/h1b-layoff-checklist","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
"https://haven-h1b.com/resources/before-you-accept-h1b-transfer","indexed","39","PASS","Submitted and indexed","SUCCESSFUL","ALLOWED","INDEXING_ALLOWED","2026-08-02T08:20:15Z","2026-03-13T00:00:00.000Z","https://haven-h1b.com/resources/before-you-accept-h1b-transfer","https://haven-h1b.com/resources/before-you-accept-h1b-transfer","https://haven-h1b.com/sitemap.xml","Inspect the URL manually in Search Console and confirm the live page is indexable.",""
